year,quarter,lad_code,claimant_rate
2018,Q1,E07000224,1.367
2018,Q1,E07000225,1.033
2018,Q1,E07000226,1.3
2018,Q1,E07000227,0.767
2018,Q1,E07000228,0.5
2018,Q1,E07000229,1.433
2018,Q1,E07000234,1.267
2018,Q1,E07000235,1.2
2018,Q1,E07000236,2.0
2018,Q1,E07000237,1.567
2018,Q1,E07000238,1.0
2018,Q1,E07000239,1.567
2018,Q1,E07000240,1.0
2018,Q1,E07000241,1.3
2018,Q1,E07000242,0.7
2018,Q1,E07000243,1.6
2018,Q1,E07000244,2.167
2018,Q1,E07000245,1.2
2018,Q1,E08000001,3.2
2018,Q1,E08000002,2.467
2018,Q1,E08000003,2.8
2018,Q1,E08000004,3.867
2018,Q1,E08000005,2.967
2018,Q1,E08000006,2.667
2018,Q1,E08000007,1.9
2018,Q1,E08000008,2.667
2018,Q1,E08000009,1.9
2018,Q1,E08000010,2.7
2018,Q1,E08000011,3.433
2018,Q1,E08000012,3.533
2018,Q1,E08000013,2.8
2018,Q1,E08000014,2.933
2018,Q1,E08000015,2.4
2018,Q1,E08000016,3.033
2018,Q1,E08000017,2.8
2018,Q1,E08000018,2.667
2018,Q1,E08000019,2.567
2018,Q1,E08000021,3.933
2018,Q1,E08000022,2.733
2018,Q1,E08000023,4.733
2018,Q1,E08000024,3.367
2018,Q1,E08000025,4.4
2018,Q1,E08000026,1.967
2018,Q1,E08000027,3.467
2018,Q1,E08000028,3.467
2018,Q1,E08000029,2.167
2018,Q1,E08000030,2.9
2018,Q1,E08000031,4.233
2018,Q1,E08000032,2.7
2018,Q1,E08000033,3.067
2018,Q1,E08000034,2.467
2018,Q1,E08000035,2.267
2018,Q1,E08000036,1.967
2018,Q1,E08000037,3.333
2018,Q1,E09000001,1.0
2018,Q1,E09000002,2.333
2018,Q1,E09000003,1.4
2018,Q1,E09000004,1.4
2018,Q1,E09000005,2.067
2018,Q1,E09000006,1.167
2018,Q1,E09000007,1.767
2018,Q1,E09000008,3.6
2018,Q1,E09000009,2.067
2018,Q1,E09000010,2.2
2018,Q1,E09000011,2.133
2018,Q1,E09000012,2.567
2018,Q1,E09000013,3.033
2018,Q1,E09000014,2.333
2018,Q1,E09000015,1.1
2018,Q1,E09000016,1.567
2018,Q1,E09000017,1.333
2018,Q1,E09000018,2.7
2018,Q1,E09000019,2.267
2018,Q1,E09000020,1.8
2018,Q1,E09000021,1.2
2018,Q1,E09000022,2.467
2018,Q1,E09000023,2.533
2018,Q1,E09000024,1.7
2018,Q1,E09000025,1.933
2018,Q1,E09000026,1.2
2018,Q1,E09000027,1.2
2018,Q1,E09000028,3.233
2018,Q1,E09000029,2.133
2018,Q1,E09000030,2.833
2018,Q1,E09000031,2.133
2018,Q1,E09000032,1.367
2018,Q1,E09000033,1.667
2018,Q1,N09000001,2.033
2018,Q1,N09000002,1.9
2018,Q1,N09000003,3.1
2018,Q1,N09000004,2.933
2018,Q1,N09000005,4.667
2018,Q1,N09000006,2.067
2018,Q1,N09000007,1.467
2018,Q1,N09000008,2.367
2018,Q1,N09000009,1.5
2018,Q1,N09000010,2.1
2018,Q1,N09000011,2.233
2018,Q1,S12000005,3.9
2018,Q1,S12000006,1.933
2018,Q1,S12000008,3.767
2018,Q1,S12000010,2.767
2018,Q1,S12000011,1.2
2018,Q1,S12000013,1.867
2018,Q1,S12000014,2.467
2018,Q1,S12000017,2.533
2018,Q1,S12000018,4.967
2018,Q1,S12000019,2.533
2018,Q1,S12000020,2.067
2018,Q1,S12000021,4.233
2018,Q1,S12000023,0.967
2018,Q1,S12000026,1.633
2018,Q1,S12000027,0.8
2018,Q1,S12000028,2.533
2018,Q1,S12000029,2.567
2018,Q1,S12000030,2.233
2018,Q1,S12000033,2.233
2018,Q1,S12000034,1.367
2018,Q1,S12000035,1.733
2018,Q1,S12000036,1.367
2018,Q1,S12000038,2.767
2018,Q1,S12000039,3.733
2018,Q1,S12000040,1.8
2018,Q1,S12000041,2.467
2018,Q1,S12000042,3.667
2018,Q1,S12000045,1.733
2018,Q1,S12000047,2.833
2018,Q1,S12000048,1.233
2018,Q1,S12000049,3.267
2018,Q1,S12000050,2.767
2018,Q1,W06000001,2.667
2018,Q1,W06000002,2.033
2018,Q1,W06000003,2.167
2018,Q1,W06000004,2.133
2018,Q1,W06000005,2.033
2018,Q1,W06000006,1.967
2018,Q1,W06000008,1.267
2018,Q1,W06000009,2.267
2018,Q1,W06000010,1.867
2018,Q1,W06000011,2.4
2018,Q1,W06000012,2.8
2018,Q1,W06000013,2.067
2018,Q1,W06000014,1.733
2018,Q1,W06000015,2.133
2018,Q1,W06000016,2.233
2018,Q1,W06000018,2.667
2018,Q1,W06000019,2.967
2018,Q1,W06000020,3.167
2018,Q1,W06000021,1.233
2018,Q1,W06000022,2.933
2018,Q1,W06000023,1.0
2018,Q1,W06000024,2.767
2018,Q2,E06000001,7.167
2018,Q2,E06000002,4.533
2018,Q2,E06000003,3.533
2018,Q2,E06000004,3.133
2018,Q2,E06000005,3.6
2018,Q2,E06000006,4.067
2018,Q2,E06000007,2.467
2018,Q2,E06000008,3.233
2018,Q2,E06000009,4.433
2018,Q2,E06000010,3.633
2018,Q2,E06000011,1.467
2018,Q2,E06000012,4.1
2018,Q2,E06000013,2.967
2018,Q2,E06000014,1.3
2018,Q2,E06000015,2.1
2018,Q2,E06000016,1.767
2018,Q2,E06000017,0.8
2018,Q2,E06000018,3.3
2018,Q2,E06000019,1.1
2018,Q2,E06000020,1.867
2018,Q2,E06000021,2.7
2018,Q2,E06000022,1.8
2018,Q2,E06000023,1.633
2018,Q2,E06000024,1.667
2018,Q2,E06000025,0.867
2018,Q2,E06000026,2.533
2018,Q2,E06000027,2.067
2018,Q2,E06000030,2.1
2018,Q2,E06000031,2.233
2018,Q2,E06000032,1.8
2018,Q2,E06000033,3.0
2018,Q2,E06000034,2.133
2018,Q2,E06000035,1.933
2018,Q2,E06000036,0.7
2018,Q2,E06000037,0.9
2018,Q2,E06000038,1.633
2018,Q2,E06000039,1.233
2018,Q2,E06000040,0.733
2018,Q2,E06000041,0.6
2018,Q2,E06000042,1.5
2018,Q2,E06000043,2.033
2018,Q2,E06000044,1.7
2018,Q2,E06000045,2.667
2018,Q2,E06000046,1.767
2018,Q2,E06000047,3.267
2018,Q2,E06000049,1.433
2018,Q2,E06000050,2.067
2018,Q2,E06000051,1.233
2018,Q2,E06000052,1.367
2018,Q2,E06000053,0.25
2018,Q2,E06000054,1.433
2018,Q2,E06000055,2.867
2018,Q2,E06000056,0.933
2018,Q2,E06000057,2.7
2018,Q2,E06000058,1.8
2018,Q2,E06000059,1.2
2018,Q2,E06000060,0.9
2018,Q2,E06000061,1.867
2018,Q2,E06000062,1.567
2018,Q2,E06000063,2.433
2018,Q2,E06000064,1.2
2018,Q2,E06000065,1.533
2018,Q2,E06000066,2.2
2018,Q2,E07000008,0.733
2018,Q2,E07000009,0.7
2018,Q2,E07000010,1.3
2018,Q2,E07000011,0.8
2018,Q2,E07000012,0.5
2018,Q2,E07000032,1.433
2018,Q2,E07000033,1.7
2018,Q2,E07000034,2.567
2018,Q2,E07000035,0.7
2018,Q2,E07000036,2.8
2018,Q2,E07000037,1.333
2018,Q2,E07000038,1.367
2018,Q2,E07000039,0.833
2018,Q2,E07000040,0.767
2018,Q2,E07000041,0.967
2018,Q2,E07000042,0.9
2018,Q2,E07000043,0.967
2018,Q2,E07000044,0.833
2018,Q2,E07000045,0.867
2018,Q2,E07000046,1.3
2018,Q2,E07000047,1.0
2018,Q2,E07000061,2.633
2018,Q2,E07000062,4.533
2018,Q2,E07000063,1.233
2018,Q2,E07000064,2.367
2018,Q2,E07000065,0.8
2018,Q2,E07000066,2.233
2018,Q2,E07000067,1.4
2018,Q2,E07000068,1.167
2018,Q2,E07000069,1.067
2018,Q2,E07000070,1.067
2018,Q2,E07000071,1.2
2018,Q2,E07000072,1.2
2018,Q2,E07000073,2.633
2018,Q2,E07000074,1.0
2018,Q2,E07000075,0.9
2018,Q2,E07000076,2.7
2018,Q2,E07000077,0.7
2018,Q2,E07000078,1.267
2018,Q2,E07000079,0.9
2018,Q2,E07000080,1.667
2018,Q2,E07000081,1.7
2018,Q2,E07000082,1.1
2018,Q2,E07000083,1.033
2018,Q2,E07000084,0.9
2018,Q2,E07000085,0.6
2018,Q2,E07000086,1.2
2018,Q2,E07000087,0.8
2018,Q2,E07000088,1.533
2018,Q2,E07000089,0.467
2018,Q2,E07000090,1.567
2018,Q2,E07000091,0.833
2018,Q2,E07000092,0.8
2018,Q2,E07000093,0.7
2018,Q2,E07000094,0.633
2018,Q2,E07000095,1.733
2018,Q2,E07000096,1.133
2018,Q2,E07000098,1.267
2018,Q2,E07000099,1.133
2018,Q2,E07000102,1.167
2018,Q2,E07000103,1.733
2018,Q2,E07000105,1.7
2018,Q2,E07000106,1.433
2018,Q2,E07000107,1.067
2018,Q2,E07000108,3.267
2018,Q2,E07000109,2.1
2018,Q2,E07000110,1.167
2018,Q2,E07000111,0.767
2018,Q2,E07000112,2.433
2018,Q2,E07000113,2.7
2018,Q2,E07000114,4.9
2018,Q2,E07000115,0.933
2018,Q2,E07000116,0.9
2018,Q2,E07000117,4.7
2018,Q2,E07000118,1.6
2018,Q2,E07000119,1.4
2018,Q2,E07000120,3.1
2018,Q2,E07000121,3.033
2018,Q2,E07000122,2.133
2018,Q2,E07000123,2.433
2018,Q2,E07000124,0.8
2018,Q2,E07000125,2.233
2018,Q2,E07000126,1.4
2018,Q2,E07000127,2.1
2018,Q2,E07000128,1.6
2018,Q2,E07000129,0.767
2018,Q2,E07000130,0.833
2018,Q2,E07000131,0.933
2018,Q2,E07000132,1.567
2018,Q2,E07000133,2.067
2018,Q2,E07000134,1.033
2018,Q2,E07000135,0.8
2018,Q2,E07000136,1.567
2018,Q2,E07000137,2.133
2018,Q2,E07000138,2.633
2018,Q2,E07000139,0.967
2018,Q2,E07000140,1.233
2018,Q2,E07000141,1.9
2018,Q2,E07000142,2.2
2018,Q2,E07000143,1.167
2018,Q2,E07000144,0.867
2018,Q2,E07000145,5.2
2018,Q2,E07000146,1.067
2018,Q2,E07000147,1.0
2018,Q2,E07000148,1.767
2018,Q2,E07000149,0.867
2018,Q2,E07000170,2.133
2018,Q2,E07000171,2.067
2018,Q2,E07000172,1.6
2018,Q2,E07000173,1.567
2018,Q2,E07000174,2.0
2018,Q2,E07000175,1.333
2018,Q2,E07000176,0.867
2018,Q2,E07000177,0.833
2018,Q2,E07000178,1.233
2018,Q2,E07000179,0.767
2018,Q2,E07000180,0.9
2018,Q2,E07000181,0.867
2018,Q2,E07000192,1.467
2018,Q2,E07000193,1.2
2018,Q2,E07000194,1.233
2018,Q2,E07000195,1.5
2018,Q2,E07000196,1.4
2018,Q2,E07000197,1.0
2018,Q2,E07000198,1.067
2018,Q2,E07000199,1.867
2018,Q2,E07000200,1.2
2018,Q2,E07000202,2.1
2018,Q2,E07000203,0.867
2018,Q2,E07000207,0.633
2018,Q2,E07000208,0.8
2018,Q2,E07000209,0.6
2018,Q2,E07000210,0.6
2018,Q2,E07000211,0.8
2018,Q2,E07000212,0.7
2018,Q2,E07000213,0.9
2018,Q2,E07000214,0.633
2018,Q2,E07000215,1.033
2018,Q2,E07000216,0.5
2018,Q2,E07000217,0.667
2018,Q2,E07000218,1.333
2018,Q2,E07000219,2.633
2018,Q2,E07000220,2.1
2018,Q2,E07000221,1.033
2018,Q2,E07000222,0.8
2018,Q2,E07000223,1.333
2018,Q2,E07000224,1.267
2018,Q2,E07000225,1.0
2018,Q2,E07000226,1.267
2018,Q2,E07000227,0.7
2018,Q2,E07000228,0.433
2018,Q2,E07000229,1.333
2018,Q2,E07000234,1.3
2018,Q2,E07000235,1.2
2018,Q2,E07000236,2.233
2018,Q2,E07000237,1.667
2018,Q2,E07000238,1.1
2018,Q2,E07000239,1.667
2018,Q2,E07000240,1.2
2018,Q2,E07000241,1.533
2018,Q2,E07000242,0.667
2018,Q2,E07000243,1.533
2018,Q2,E07000244,2.2
2018,Q2,E07000245,1.367
2018,Q2,E08000001,3.367
2018,Q2,E08000002,2.467
2018,Q2,E08000003,3.167
2018,Q2,E08000004,4.2
2018,Q2,E08000005,2.967
2018,Q2,E08000006,2.8
2018,Q2,E08000007,1.867
2018,Q2,E08000008,2.867
2018,Q2,E08000009,2.1
2018,Q2,E08000010,2.8
2018,Q2,E08000011,3.433
2018,Q2,E08000012,3.567
2018,Q2,E08000013,2.9
2018,Q2,E08000014,3.233
2018,Q2,E08000015,2.867
2018,Q2,E08000016,3.367
2018,Q2,E08000017,3.2
2018,Q2,E08000018,2.667
2018,Q2,E08000019,2.5
2018,Q2,E08000021,4.167
2018,Q2,E08000022,2.733
2018,Q2,E08000023,4.733
2018,Q2,E08000024,3.4
2018,Q2,E08000025,4.9
2018,Q2,E08000026,2.067
2018,Q2,E08000027,3.733
2018,Q2,E08000028,3.567
2018,Q2,E08000029,2.367
2018,Q2,E08000030,2.967
2018,Q2,E08000031,4.733
2018,Q2,E08000032,2.8
2018,Q2,E08000033,3.433
2018,Q2,E08000034,2.967
2018,Q2,E08000035,2.2
2018,Q2,E08000036,1.967
2018,Q2,E08000037,3.833
2018,Q2,E09000001,1.033
2018,Q2,E09000002,2.5
2018,Q2,E09000003,1.4
2018,Q2,E09000004,1.367
2018,Q2,E09000005,2.033
2018,Q2,E09000006,1.133
2018,Q2,E09000007,1.8
2018,Q2,E09000008,3.867
2018,Q2,E09000009,2.133
2018,Q2,E09000010,2.4
2018,Q2,E09000011,2.167
2018,Q2,E09000012,2.6
2018,Q2,E09000013,3.233
2018,Q2,E09000014,2.3
2018,Q2,E09000015,1.1
2018,Q2,E09000016,1.6
2018,Q2,E09000017,1.3
2018,Q2,E09000018,2.9
2018,Q2,E09000019,2.333
2018,Q2,E09000020,1.9
2018,Q2,E09000021,1.133
2018,Q2,E09000022,2.667
2018,Q2,E09000023,2.567
2018,Q2,E09000024,1.9
2018,Q2,E09000025,2.0
2018,Q2,E09000026,1.3
2018,Q2,E09000027,1.2
2018,Q2,E09000028,3.467
2018,Q2,E09000029,2.267
2018,Q2,E09000030,2.933
2018,Q2,E09000031,2.1
2018,Q2,E09000032,1.4
2018,Q2,E09000033,1.7
2018,Q2,N09000001,1.9
2018,Q2,N09000002,1.767
2018,Q2,N09000003,3.067
2018,Q2,N09000004,2.9
2018,Q2,N09000005,4.6
2018,Q2,N09000006,2.067
2018,Q2,N09000007,1.367
2018,Q2,N09000008,2.267
2018,Q2,N09000009,1.6
2018,Q2,N09000010,2.0
2018,Q2,N09000011,2.133
2018,Q2,S12000005,4.267
2018,Q2,S12000006,1.833
2018,Q2,S12000008,4.333
2018,Q2,S12000010,2.9
2018,Q2,S12000011,1.2
2018,Q2,S12000013,1.667
2018,Q2,S12000014,2.533
2018,Q2,S12000017,2.633
2018,Q2,S12000018,5.3
2018,Q2,S12000019,2.667
2018,Q2,S12000020,1.867
2018,Q2,S12000021,4.967
2018,Q2,S12000023,0.8
2018,Q2,S12000026,1.633
2018,Q2,S12000027,0.867
2018,Q2,S12000028,2.833
2018,Q2,S12000029,3.067
2018,Q2,S12000030,2.467
2018,Q2,S12000033,2.2
2018,Q2,S12000034,1.3
2018,Q2,S12000035,1.633
2018,Q2,S12000036,1.4
2018,Q2,S12000038,2.8
2018,Q2,S12000039,3.767
2018,Q2,S12000040,1.833
2018,Q2,S12000041,2.833
2018,Q2,S12000042,4.267
2018,Q2,S12000045,1.767
2018,Q2,S12000047,3.367
2018,Q2,S12000048,1.267
2018,Q2,S12000049,3.3
2018,Q2,S12000050,2.867
2018,Q2,W06000001,2.467
2018,Q2,W06000002,1.733
2018,Q2,W06000003,2.1
2018,Q2,W06000004,2.1
2018,Q2,W06000005,2.267
2018,Q2,W06000006,2.367
2018,Q2,W06000008,1.033
2018,Q2,W06000009,2.133
2018,Q2,W06000010,2.0
2018,Q2,W06000011,3.0
2018,Q2,W06000012,3.3
2018,Q2,W06000013,2.033
2018,Q2,W06000014,1.6
2018,Q2,W06000015,2.267
2018,Q2,W06000016,2.233
2018,Q2,W06000018,2.6
2018,Q2,W06000019,2.867
2018,Q2,W06000020,3.567
2018,Q2,W06000021,1.133
2018,Q2,W06000022,3.367
2018,Q2,W06000023,0.967
2018,Q2,W06000024,2.633
2018,Q3,E06000001,6.867
2018,Q3,E06000002,4.3
2018,Q3,E06000003,3.2
2018,Q3,E06000004,3.033
2018,Q3,E06000005,3.633
2018,Q3,E06000006,3.967
2018,Q3,E06000007,2.333
2018,Q3,E06000008,3.633
2018,Q3,E06000009,3.967
2018,Q3,E06000010,3.5
2018,Q3,E06000011,1.433
2018,Q3,E06000012,4.267
2018,Q3,E06000013,3.0
2018,Q3,E06000014,1.3
2018,Q3,E06000015,2.0
2018,Q3,E06000016,1.8
2018,Q3,E06000017,0.9
2018,Q3,E06000018,3.067
2018,Q3,E06000019,1.1
2018,Q3,E06000020,1.7
2018,Q3,E06000021,2.6
2018,Q3,E06000022,1.7
2018,Q3,E06000023,1.6
2018,Q3,E06000024,1.667
2018,Q3,E06000025,0.8
2018,Q3,E06000026,2.733
2018,Q3,E06000027,1.767
2018,Q3,E06000030,2.067
2018,Q3,E06000031,2.4
2018,Q3,E06000032,1.733
2018,Q3,E06000033,3.133
2018,Q3,E06000034,2.267
2018,Q3,E06000035,1.967
2018,Q3,E06000036,0.8
2018,Q3,E06000037,0.967
2018,Q3,E06000038,1.8
2018,Q3,E06000039,1.467
2018,Q3,E06000040,0.733
2018,Q3,E06000041,0.667
2018,Q3,E06000042,1.467
2018,Q3,E06000043,2.167
2018,Q3,E06000044,1.7
2018,Q3,E06000045,2.6
2018,Q3,E06000046,1.7
2018,Q3,E06000047,3.433
2018,Q3,E06000049,1.467
2018,Q3,E06000050,2.133
2018,Q3,E06000051,1.333
2018,Q3,E06000052,1.467
2018,Q3,E06000053,0.2
2018,Q3,E06000054,1.4
2018,Q3,E06000055,2.867
2018,Q3,E06000056,0.9
2018,Q3,E06000057,2.5
2018,Q3,E06000058,1.9
2018,Q3,E06000059,1.3
2018,Q3,E06000060,0.9
2018,Q3,E06000061,1.8
2018,Q3,E06000062,1.5
2018,Q3,E06000063,2.4
2018,Q3,E06000064,1.1
2018,Q3,E06000065,1.467
2018,Q3,E06000066,2.1
2018,Q3,E07000008,0.7
2018,Q3,E07000009,0.633
2018,Q3,E07000010,1.4
2018,Q3,E07000011,0.8
2018,Q3,E07000012,0.5
2018,Q3,E07000032,1.467
2018,Q3,E07000033,1.7
2018,Q3,E07000034,2.567
2018,Q3,E07000035,0.667
2018,Q3,E07000036,2.7
2018,Q3,E07000037,1.233
2018,Q3,E07000038,1.433
2018,Q3,E07000039,0.867
2018,Q3,E07000040,0.7
2018,Q3,E07000041,0.9
2018,Q3,E07000042,0.867
2018,Q3,E07000043,0.9
2018,Q3,E07000044,0.8
2018,Q3,E07000045,0.767
2018,Q3,E07000046,1.267
2018,Q3,E07000047,0.967
2018,Q3,E07000061,2.767
2018,Q3,E07000062,4.433
2018,Q3,E07000063,1.2
2018,Q3,E07000064,2.333
2018,Q3,E07000065,0.9
2018,Q3,E07000066,2.367
2018,Q3,E07000067,1.5
2018,Q3,E07000068,1.233
2018,Q3,E07000069,1.0
2018,Q3,E07000070,1.1
2018,Q3,E07000071,1.133
2018,Q3,E07000072,1.133
2018,Q3,E07000073,2.8
2018,Q3,E07000074,0.9
2018,Q3,E07000075,0.9
2018,Q3,E07000076,2.633
2018,Q3,E07000077,0.767
2018,Q3,E07000078,1.433
2018,Q3,E07000079,0.967
2018,Q3,E07000080,1.767
2018,Q3,E07000081,1.933
2018,Q3,E07000082,1.1
2018,Q3,E07000083,1.233
2018,Q3,E07000084,0.967
2018,Q3,E07000085,0.6
2018,Q3,E07000086,1.167
2018,Q3,E07000087,0.733
2018,Q3,E07000088,1.4
2018,Q3,E07000089,0.4
2018,Q3,E07000090,1.5
2018,Q3,E07000091,0.833
2018,Q3,E07000092,0.8
2018,Q3,E07000093,0.733
2018,Q3,E07000094,0.633
2018,Q3,E07000095,1.8
2018,Q3,E07000096,1.033
2018,Q3,E07000098,1.3
2018,Q3,E07000099,1.067
2018,Q3,E07000102,1.267
2018,Q3,E07000103,1.967
2018,Q3,E07000105,1.733
2018,Q3,E07000106,1.333
2018,Q3,E07000107,1.033
2018,Q3,E07000108,3.2
2018,Q3,E07000109,2.167
2018,Q3,E07000110,1.1
2018,Q3,E07000111,0.7
2018,Q3,E07000112,2.367
2018,Q3,E07000113,2.8
2018,Q3,E07000114,4.8
2018,Q3,E07000115,0.9
2018,Q3,E07000116,0.8
2018,Q3,E07000117,4.633
2018,Q3,E07000118,1.5
2018,Q3,E07000119,1.3
2018,Q3,E07000120,3.567
2018,Q3,E07000121,2.9
2018,Q3,E07000122,2.033
2018,Q3,E07000123,2.333
2018,Q3,E07000124,0.733
2018,Q3,E07000125,2.2
2018,Q3,E07000126,1.367
2018,Q3,E07000127,2.167
2018,Q3,E07000128,1.467
2018,Q3,E07000129,0.833
2018,Q3,E07000130,0.867
